frame_idx,ts_sec,ts_nsec,rgb,depth,pcd,imu,dsg,odom
0,1763468605,877066852,000000_1763468605_877066852.png,,,000000_1763468605_877066852.yaml
1,1763468605,977865830,000001_1763468605_977865830.png,,,000001_1763468605_977865830.yaml
2,1763468606,77368684,000002_1763468606_77368684.png,,,000002_1763468606_77368684.yaml
3,1763468606,177458430,000003_1763468606_177458430.png,,,000003_1763468606_177458430.yaml
4,1763468606,277381709,000004_1763468606_277381709.png,,,000004_1763468606_277381709.yaml
5,1763468606,377481032,000005_1763468606_377481032.png,,,000005_1763468606_377481032.yaml
6,1763468606,477435167,000006_1763468606_477435167.png,,,000006_1763468606_477435167.yaml
7,1763468606,577238409,000007_1763468606_577238409.png,,,000007_1763468606_577238409.yaml
8,1763468606,677403076,000008_1763468606_677403076.png,,,000008_1763468606_677403076.yaml
9,1763468606,777454485,000009_1763468606_777454485.png,,,000009_1763468606_777454485.yaml
10,1763468606,877509798,000010_1763468606_877509798.png,,,000010_1763468606_877509798.yaml
11,1763468606,977290282,000011_1763468606_977290282.png,,,000011_1763468606_977290282.yaml
12,1763468607,77904838,000012_1763468607_77904838.png,,,000012_1763468607_77904838.yaml
13,1763468607,177481127,000013_1763468607_177481127.png,,,000013_1763468607_177481127.yaml
14,1763468607,277763066,000014_1763468607_277763066.png,,,000014_1763468607_277763066.yaml
15,1763468607,377460610,000015_1763468607_377460610.png,,,000015_1763468607_377460610.yaml
16,1763468607,477225221,000016_1763468607_477225221.png,,,000016_1763468607_477225221.yaml
17,1763468607,577302171,000017_1763468607_577302171.png,,,000017_1763468607_577302171.yaml
18,1763468607,677272672,000018_1763468607_677272672.png,,,000018_1763468607_677272672.yaml
19,1763468607,777290681,000019_1763468607_777290681.png,,,000019_1763468607_777290681.yaml
20,1763468607,877553539,000020_1763468607_877553539.png,,,000020_1763468607_877553539.yaml
21,1763468607,977633217,000021_1763468607_977633217.png,,,000021_1763468607_977633217.yaml
22,1763468608,77527974,000022_1763468608_77527974.png,,,000022_1763468608_77527974.yaml
23,1763468608,177318280,000023_1763468608_177318280.png,,,000023_1763468608_177318280.yaml
24,1763468608,277763648,000024_1763468608_277763648.png,,,000024_1763468608_277763648.yaml
25,1763468608,377429064,000025_1763468608_377429064.png,,,000025_1763468608_377429064.yaml
26,1763468608,477248429,000026_1763468608_477248429.png,,,000026_1763468608_477248429.yaml
27,1763468608,577520972,000027_1763468608_577520972.png,,,000027_1763468608_577520972.yaml
28,1763468608,677248078,000028_1763468608_677248078.png,,,000028_1763468608_677248078.yaml
29,1763468608,777380564,000029_1763468608_777380564.png,,,000029_1763468608_777380564.yaml
30,1763468608,877641822,000030_1763468608_877641822.png,,,000030_1763468608_877641822.yaml
31,1763468608,977753475,000031_1763468608_977753475.png,,,000031_1763468608_977753475.yaml
32,1763468609,77783969,000032_1763468609_77783969.png,,,000032_1763468609_77783969.yaml
33,1763468609,177429309,000033_1763468609_177429309.png,,,000033_1763468609_177429309.yaml
34,1763468609,277889340,000034_1763468609_277889340.png,,,000034_1763468609_277889340.yaml
35,1763468609,377012324,000035_1763468609_377012324.png,,,000035_1763468609_377012324.yaml
36,1763468609,477157833,000036_1763468609_477157833.png,,,000036_1763468609_477157833.yaml
37,1763468609,577265529,000037_1763468609_577265529.png,,,000037_1763468609_577265529.yaml
38,1763468609,677624767,000038_1763468609_677624767.png,,,000038_1763468609_677624767.yaml
39,1763468609,777317750,000039_1763468609_777317750.png,,,000039_1763468609_777317750.yaml
40,1763468609,877727867,000040_1763468609_877727867.png,,,000040_1763468609_877727867.yaml
41,1763468609,977254953,000041_1763468609_977254953.png,,,000041_1763468609_977254953.yaml
42,1763468610,77171952,000042_1763468610_77171952.png,,,000042_1763468610_77171952.yaml
43,1763468610,177532467,000043_1763468610_177532467.png,,,000043_1763468610_177532467.yaml
44,1763468610,277075241,000044_1763468610_277075241.png,,,000044_1763468610_277075241.yaml
45,1763468610,377414061,000045_1763468610_377414061.png,,,000045_1763468610_377414061.yaml
46,1763468610,477315072,000046_1763468610_477315072.png,,,000046_1763468610_477315072.yaml
47,1763468610,577299916,000047_1763468610_577299916.png,,,000047_1763468610_577299916.yaml
48,1763468610,677198842,000048_1763468610_677198842.png,,,000048_1763468610_677198842.yaml
49,1763468610,777381656,000049_1763468610_777381656.png,,,000049_1763468610_777381656.yaml
50,1763468610,877211366,000050_1763468610_877211366.png,,,000050_1763468610_877211366.yaml
51,1763468610,977247460,000051_1763468610_977247460.png,,,000051_1763468610_977247460.yaml
52,1763468611,77234017,000052_1763468611_77234017.png,,,000052_1763468611_77234017.yaml
53,1763468611,177139153,000053_1763468611_177139153.png,,,000053_1763468611_177139153.yaml
54,1763468611,277298174,000054_1763468611_277298174.png,,,000054_1763468611_277298174.yaml
55,1763468611,378011399,000055_1763468611_378011399.png,,,000055_1763468611_378011399.yaml
56,1763468611,477724926,000056_1763468611_477724926.png,,,000056_1763468611_477724926.yaml
57,1763468611,577264152,000057_1763468611_577264152.png,,,000057_1763468611_577264152.yaml
58,1763468611,677613562,000058_1763468611_677613562.png,,,000058_1763468611_677613562.yaml
59,1763468611,777249352,000059_1763468611_777249352.png,,,000059_1763468611_777249352.yaml
60,1763468611,877695771,000060_1763468611_877695771.png,,,000060_1763468611_877695771.yaml
61,1763468611,977409865,000061_1763468611_977409865.png,,,000061_1763468611_977409865.yaml
62,1763468612,77193465,000062_1763468612_77193465.png,,,000062_1763468612_77193465.yaml
63,1763468612,177870836,000063_1763468612_177870836.png,,,000063_1763468612_177870836.yaml
64,1763468612,277531133,000064_1763468612_277531133.png,,,000064_1763468612_277531133.yaml
65,1763468612,379581571,000065_1763468612_379581571.png,,,000065_1763468612_379581571.yaml
66,1763468612,477297107,000066_1763468612_477297107.png,,,000066_1763468612_477297107.yaml
67,1763468612,578955137,000067_1763468612_578955137.png,,,000067_1763468612_578955137.yaml
68,1763468612,677378127,000068_1763468612_677378127.png,,,000068_1763468612_677378127.yaml
69,1763468612,778376270,000069_1763468612_778376270.png,,,000069_1763468612_778376270.yaml
70,1763468612,878833105,000070_1763468612_878833105.png,,,000070_1763468612_878833105.yaml
71,1763468612,978898551,000071_1763468612_978898551.png,,,000071_1763468612_978898551.yaml
72,1763468613,79093144,000072_1763468613_79093144.png,,,000072_1763468613_79093144.yaml
73,1763468613,179046621,000073_1763468613_179046621.png,,,000073_1763468613_179046621.yaml
74,1763468613,278963955,000074_1763468613_278963955.png,,,000074_1763468613_278963955.yaml
75,1763468613,377889979,000075_1763468613_377889979.png,,,000075_1763468613_377889979.yaml
76,1763468613,478106641,000076_1763468613_478106641.png,,,000076_1763468613_478106641.yaml
77,1763468613,578336051,000077_1763468613_578336051.png,,,000077_1763468613_578336051.yaml
78,1763468613,677244404,000078_1763468613_677244404.png,,,000078_1763468613_677244404.yaml
79,1763468613,777141303,000079_1763468613_777141303.png,,,000079_1763468613_777141303.yaml
80,1763468613,877294754,000080_1763468613_877294754.png,,,000080_1763468613_877294754.yaml
81,1763468613,977328186,000081_1763468613_977328186.png,,,000081_1763468613_977328186.yaml
82,1763468614,78378502,000082_1763468614_78378502.png,,,000082_1763468614_78378502.yaml
83,1763468614,177211913,000083_1763468614_177211913.png,,,000083_1763468614_177211913.yaml
84,1763468614,278964619,000084_1763468614_278964619.png,,,000084_1763468614_278964619.yaml
85,1763468614,377513374,000085_1763468614_377513374.png,,,000085_1763468614_377513374.yaml
86,1763468614,477075772,000086_1763468614_477075772.png,,,000086_1763468614_477075772.yaml
87,1763468614,577411183,000087_1763468614_577411183.png,,,000087_1763468614_577411183.yaml
88,1763468614,677144244,000088_1763468614_677144244.png,,,000088_1763468614_677144244.yaml
89,1763468614,777787270,000089_1763468614_777787270.png,,,000089_1763468614_777787270.yaml
90,1763468614,877275881,000090_1763468614_877275881.png,,,000090_1763468614_877275881.yaml
91,1763468614,977986935,000091_1763468614_977986935.png,,,000091_1763468614_977986935.yaml
92,1763468615,77420125,000092_1763468615_77420125.png,,,000092_1763468615_77420125.yaml
93,1763468615,177539928,000093_1763468615_177539928.png,,,000093_1763468615_177539928.yaml
94,1763468615,277543882,000094_1763468615_277543882.png,,,000094_1763468615_277543882.yaml
95,1763468615,377116302,000095_1763468615_377116302.png,,,000095_1763468615_377116302.yaml
96,1763468615,477470799,000096_1763468615_477470799.png,,,000096_1763468615_477470799.yaml
97,1763468615,577164693,000097_1763468615_577164693.png,,,000097_1763468615_577164693.yaml
98,1763468615,677535301,000098_1763468615_677535301.png,,,000098_1763468615_677535301.yaml
99,1763468615,777279022,000099_1763468615_777279022.png,,,000099_1763468615_777279022.yaml
100,1763468615,878138297,000100_1763468615_878138297.png,,,000100_1763468615_878138297.yaml
101,1763468615,977259358,000101_1763468615_977259358.png,,,000101_1763468615_977259358.yaml
102,1763468616,77472249,000102_1763468616_77472249.png,,,000102_1763468616_77472249.yaml
103,1763468616,177299659,000103_1763468616_177299659.png,,,000103_1763468616_177299659.yaml
104,1763468616,277419696,000104_1763468616_277419696.png,,,000104_1763468616_277419696.yaml
105,1763468616,377269598,000105_1763468616_377269598.png,,,000105_1763468616_377269598.yaml
106,1763468616,477503669,000106_1763468616_477503669.png,,,000106_1763468616_477503669.yaml
107,1763468616,577799439,000107_1763468616_577799439.png,,,000107_1763468616_577799439.yaml
108,1763468616,677418119,000108_1763468616_677418119.png,,,000108_1763468616_677418119.yaml
109,1763468616,777385926,000109_1763468616_777385926.png,,,000109_1763468616_777385926.yaml
110,1763468616,877591296,000110_1763468616_877591296.png,,,000110_1763468616_877591296.yaml
111,1763468616,977837133,000111_1763468616_977837133.png,,,000111_1763468616_977837133.yaml
112,1763468617,77376116,000112_1763468617_77376116.png,,,000112_1763468617_77376116.yaml
113,1763468617,177991752,000113_1763468617_177991752.png,,,000113_1763468617_177991752.yaml
114,1763468617,277287439,000114_1763468617_277287439.png,,,000114_1763468617_277287439.yaml
115,1763468617,377207168,000115_1763468617_377207168.png,,,000115_1763468617_377207168.yaml
116,1763468617,477463965,000116_1763468617_477463965.png,,,000116_1763468617_477463965.yaml
117,1763468617,578402224,000117_1763468617_578402224.png,,,000117_1763468617_578402224.yaml
118,1763468617,677487662,000118_1763468617_677487662.png,,,000118_1763468617_677487662.yaml
